Order_ID,Order_Created_At,Order_Updated_At,Order_Referring_Site,Order_Total_Discount,Order_Total_Price,Product_ID,Product_Quantity,Variant_ID,Currency,Product_Variant_Price,Customer_ID
63987190989173,2025-02-02T22:29:08Z,2025-02-02T22:29:08Z,https://www.bing.com/,12.38,18.57,9676266701117,1,49421210190141,EUR,24.99,7956468367677
63987135218037,2025-02-02T22:16:37Z,2025-02-02T22:16:37Z,,8.0,15.98,9415970423101,1,48765400351037,GBP,19.99,23060994130293
63987103236469,2025-02-02T22:10:04Z,2025-02-02T22:10:04Z,,12.0,21.98,9095123730749,1,47872448069949,GBP,29.99,7629750010173
63982717862261,2025-02-02T07:40:08Z,2025-02-02T07:40:08Z,,0.0,33.98,9095123730749,1,47872448069949,GBP,29.99,22338195816821
63968047661429,2025-01-30T15:27:30Z,2025-01-30T15:27:30Z,,8.0,15.98,9501061022013,1,48945575297341,GBP,19.99,22335438520693
63939423338869,2025-01-25T12:30:33Z,2025-01-25T12:30:33Z,,12.0,21.98,9095123730749,1,47872448069949,GBP,29.99,7629719109949
63937286472053,2025-01-25T01:47:33Z,2025-01-26T02:46:03Z,,12.0,21.98,9095123730749,1,47872448069949,GBP,29.99,7629719109949
63937296531829,2025-01-25T01:43:34Z,2025-01-25T01:43:34Z,,0.0,33.98,9095123730749,1,47872448069949,GBP,29.99,7629719109949
63929881592181,2025-01-23T20:08:33Z,2025-01-23T20:08:33Z,,0.0,17.65,14886964429173,1,54938616136053,GBP,7.95,23075770630517
63929510003061,2025-01-23T18:54:05Z,2025-01-23T18:54:05Z,,0.0,28.74,14889038479733,1,54946726379893,GBP,24.99,8291225731389
63926152003957,2025-01-23T03:01:37Z,2025-01-23T03:01:37Z,,0.0,33.98,9095123730749,1,47872448069949,GBP,29.99,22815352521077
63921802477941,2025-01-22T08:15:04Z,2025-01-22T08:15:04Z,,0.0,28.98,9676266701117,1,49421210190141,GBP,24.99,23070700994933
63916293357941,2025-01-21T07:55:37Z,2025-01-21T07:55:37Z,,12.0,21.98,9095123730749,1,47872448069949,GBP,29.99,8167947993405
63913896640885,2025-01-20T18:37:31Z,2025-01-20T18:37:31Z,,0.0,28.98,9676266701117,1,49421210190141,GBP,24.99,7629781762365
63908998906229,2025-01-20T00:34:01Z,2025-01-20T00:34:01Z,,0.0,23.98,9137657479485,1,47989661630781,GBP,19.99,23064177344885
63903128551797,2025-01-18T22:27:33Z,2025-01-18T22:27:33Z,,5.5,53.24,8815623078205,1,47070969790781,GBP,54.99,22964140310901
63903103484277,2025-01-18T22:23:31Z,2025-01-18T22:23:31Z,,3.88,34.92,14814692639093,1,53614309474677,GBP,9.95,8309965455677
63903103484277,2025-01-18T22:23:31Z,2025-01-18T22:23:31Z,,3.88,34.92,14814525391221,1,53613735674229,GBP,9.95,8309965455677
63903103484277,2025-01-18T22:23:31Z,2025-01-18T22:23:31Z,,3.88,34.92,14814693097845,1,53614310326645,GBP,9.95,8309965455677
63903103484277,2025-01-18T22:23:31Z,2025-01-18T22:23:31Z,,3.88,34.92,14865884676469,1,54858599760245,GBP,8.95,8309965455677
63902996267381,2025-01-18T21:47:04Z,2025-01-18T21:47:04Z,,12.0,21.98,9095123730749,1,47872448069949,GBP,29.99,23060994130293
